,years,회사명,stock_code,전년도ESG,종합등급,매출액,영업이익,영업이익(발표기준),당기순이익,지배주주순이익,비지배주주순이익,부채총계,자본총계,지배주주지분,비지배주주지분,자본금,부채비율,유보율,영업이익률,지배주주순이익률,ROA,ROE,EPS(원),BPS(원),DPS(원),PBR,발행주식수,배당수익률,지속가능경영 보고서공시여부,매출액_상승률(퍼센트),영업이익_상승률,배당수익률_상승률,영업이익률_상승률,이사의 수,사외이사 수,사외이사 비율,녹색 기업 지정,총 임원 수,여성 임원 수 ,여성 임원 비율,남성 평균 연봉,여성 평균 연봉,남성 정규직 수,여성 정규직 수,남성 직원 수,여성 직원 수,직원 수,여성 직원 비율,남성 직원 비율,남성 정규직 비율,여성 정규직 비율,외국인 보유수량,외국인 지분율,시가총액,상장주식수,용수 사용량 등급,에너지 총량 등급,온실가스 배출총량 등급,RE100,high_carbon,sbti,자본비율,기업분류,장애인근로자수,장애인고용률,L재무구조,L성장성,L지배구조,L환경,L사회,L사회_등급,L환경_등급,L지배구조_등급,L성장성_등급,L재무구조_등급,업종명
3762,2021,동아타이어,282690,C,D,1796,144,144,165,165,0,501,3705,3705,0,69,13.53,5296.02,8.01781737193764,9.21,4.05,4.49,1204,26980,1000,0.46,13733,8.13,0,25.4189944134078,-26,0.0300000000000011,-3.85369100795063,5,2,0.4,0,12,0,0.0,50748000,45931000,457,102,457,102,559,18.24686941,81.75313059,1.0,1.0,417929,3.04,168916084500,13733015,5,5,5,0,1,0,0.880884450784593,1,0,0.0,7,5,8,15,7,B,B,C,C,C,화학
3763,2022,동아타이어,282690,D,D,2057,224,224,240,240,0,966,3778,3778,0,69,25.56,5402.38,10.8896451142441,11.66,5.36,6.41,1747,27512,1000,0.41,13733,8.81,0,14.532293986637,80,0.68,2.87182774230641,6,2,0.333333333333333,0,13,0,0.0,53936000,47625000,422,94,422,94,516,18.21705426,81.78294574,1.0,1.0,349029,2.54,155869720250,13733015,5,5,5,0,1,0,0.79637436762226,1,0,0.0,8,11,9,15,7,B,B,C,A,B,화학
3764,2023,동아타이어,282690,D,0,1676,125,125,97,97,0,685,3868,3868,0,69,17.7,5532.74,7.4582338902148,5.79,2.09,2.54,707,28164,1000,0.43,13733,8.35,0,-18.5221195916383,-99,-0.460000000000001,-3.43141122402925,4,1,0.25,0,11,0,0.0,52279000,46778000,424,88,424,88,512,17.1875,82.8125,1.0,1.0,431402,3.14,164521519700,13733015,5,5,5,0,1,0,0.849736379613357,1,0,0.0,7,2,8,15,7,B,B,C,D,C,화학
3765,2019,쿠쿠홈시스,284740,0,C,6637,1206,1206,799,648,150,1688,4578,4336,242,22,36.86,19252.58,18.1708603284617,9.77,14.02,16.1,2890,19353,560,2.23,22437,1.3,0,0.0,-93,0.0,0.0,0,0,0.0,0,6,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,969292656000,22437330,5,5,5,0,0,0,0.730609639323332,2,0,0.0,9,3,8,15,2,,,,,,서비스업
3766,2020,쿠쿠홈시스,284740,C,B,7866,1358,1358,866,745,121,1721,5361,5013,348,22,32.1,22269.0,17.2641749300788,9.47,12.97,15.94,3321,22369,600,1.75,22437,1.53,0,18.5174024408618,152,0.23,-0.906685398382834,5,3,0.6,0,9,0,0.0,60000000,51000000,224,255,259,338,597,56.61641541,43.38358459,0.864864865,0.75443787,1225671,5.46,877299603000,22437330,5,5,5,0,0,0,0.757096455302923,2,0,0.0,11,9,11,15,8,A,B,B,B+,B+,서비스업
3767,2021,쿠쿠홈시스,284740,B,C,8443,1641,1641,1311,1140,171,2764,6529,5987,541,22,42.34,26611.21,19.4362193533104,13.5,16.01,20.73,5081,26711,650,1.47,22437,1.66,0,7.33536740401728,283,0.13,2.17204442323162,4,3,0.75,0,6,0,0.0,62000000,51000000,239,235,264,360,624,57.69230769,42.30769231,0.90530303,0.652777778,1095738,4.88,879543336000,22437330,5,5,5,0,0,0,0.702571828257829,2,0,0.0,12,11,11,15,8,A,B,B,A,B+,서비스업
3768,2022,쿠쿠홈시스,284740,C,D,9381,1199,1199,1146,1148,-2,2224,7946,7010,936,22,27.99,31167.17,12.7811533951604,12.23,11.77,17.66,5114,31267,700,0.94,22437,2.38,0,11.1097950965297,-442,0.72,-6.65506595815,4,3,0.75,0,8,0,0.0,52000000,41000000,251,227,293,418,711,58.79043601,41.20956399,0.85665529,0.543062201,943025,4.2,659657502000,22437330,5,5,5,0,0,0,0.781317600786627,2,0,0.0,12,5,11,15,9,A,B,B,C,B+,서비스업
3769,2023,쿠쿠홈시스,284740,D,0,9546,1449,1449,1213,1120,93,2388,8993,8069,924,22,26.56,35887.43,15.1791326209931,11.73,11.26,14.85,4990,35987,800,0.6,22437,3.73,0,1.75887432043491,250,1.35,2.39797922583266,4,3,0.75,0,7,0,0.0,67000000,56000000,241,239,286,472,758,62.26912929,37.73087071,0.842657343,0.506355932,1282438,5.72,481280728500,22437330,5,5,5,0,0,0,0.790176610139707,2,0,0.0,12,10,11,15,9,A,B,B,B+,B+,서비스업
3770,2019,SK케미칼,285130,0,B+,11129,412,412,50,106,-56,14130,7187,7156,31,660,196.6,986.28,3.70203971605715,0.95,0.25,1.51,540,36354,300,1.17,17606,0.7,0,0.0,-93,0.0,0.0,0,0,0.0,0,24,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,751449344000,11741396,5,5,5,0,1,1,0.337148754515176,3,0,0.0,12,3,11,15,2,,,,,,화학
3771,2020,SK케미칼,285130,B+,A,11988,1554,1554,2552,2543,8,11610,9589,9529,61,660,121.08,1352.46,12.962962962963,21.21,12.0,30.48,12896,48609,1333,5.39,17606,0.51,0,7.71857309731332,1142,-0.19,9.26092324690581,5,3,0.6,0,23,0,0.0,411000000,266000000,2354,522,2394,580,2974,19.50235373,80.49764627,0.983291562,0.9,2115037,18.01,4608497930000,11741396,1,1,4,0,1,1,0.452311320754717,3,0,0.0,13,10,13,6,8,A,B+,A,B+,A,화학
3772,2021,SK케미칼,285130,A,A+,20896,5552,5552,2687,1681,1006,13889,25667,20535,5132,987,54.11,1990.03,26.5696784073507,8.05,8.85,11.19,8521,104501,3000,1.43,17621,2.01,0,74.3076409743077,3998,1.5,13.6067154443877,6,4,0.666666666666667,0,27,0,0.0,419000000,246000000,2190,528,2282,586,2868,20.43235704,79.56764296,0.959684487,0.901023891,2801314,15.9,2625496220000,17620780,1,1,3,0,1,1,0.64887754070179,1,0,0.0,12,11,10,5,9,A,B+,C,A,B+,화학
3773,2022,SK케미칼,285130,A+,A+,18292,2305,2305,2315,1913,402,12368,27089,21467,5622,988,45.66,2081.95,12.6011371091187,10.46,5.86,9.11,9736,111291,1500,0.66,17254,2.05,0,-12.4617151607963,-3247,0.04,-13.968541298232,7,4,0.571428571428571,0,35,1,2.85714285714286,355000000,234000000,2126,548,2224,626,2850,21.96491228,78.03508772,0.955935252,0.875399361,2403538,13.93,1262976915600,17253783,1,1,3,0,1,1,0.686544846288365,1,0,0.0,12,2,10,5,9,A,B+,C,D,B+,화학
3774,2023,SK케미칼,285130,A+,A,17488,833,833,478,399,80,14830,26758,21187,5571,988,55.42,2053.61,4.76326623970723,2.28,1.18,1.87,2058,109846,650,0.61,17254,0.97,0,-4.39536409359282,-1472,-1.08,-7.83787086941151,7,4,0.571428571428571,0,38,2,5.26315789473684,394000000,258000000,2072,578,2174,662,2836,23.34273625,76.65726375,0.953081877,0.873111782,2282513,13.23,1161179595900,17253783,5,5,5,0,1,1,0.643406751947677,1,0,0.0,12,1,10,15,8,A,B,C,D,B+,화학
3775,2019,롯데이노베이트,286940,0,A,8457,411,411,530,546,-16,3063,3904,3904,0,770,78.45,423.67,4.85987938985456,6.46,7.57,14.77,3679,26184,700,1.58,15396,1.7,1,0.0,-93,0.0,0.0,0,0,0.0,0,30,2,6.66666666666667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,635098653750,15396331,5,5,5,0,0,0,0.560355963829482,2,0,0.0,10,3,8,15,2,,,,,,서비스업
3776,2020,롯데이노베이트,286940,0,A,8495,388,388,299,299,0,2362,4134,4134,0,770,57.13,453.47,4.56739258387287,3.52,4.44,7.43,1940,27674,700,1.45,15396,1.74,1,0.44933191439045,-23,0.04,-0.292486805981692,6,3,0.5,0,27,2,7.40740740740741,191000000,135000000,1939,789,2003,800,2803,28.54084909,71.45915091,0.968047928,0.98625,404882,2.63,618162689650,15396331,1,1,2,0,0,0,0.6364896073903,2,0,0.0,10,5,10,4,8,A,A,C,C,B,서비스업
3777,2021,롯데이노베이트,286940,A,A,9300,400,400,347,347,0,3169,4332,4332,1,770,73.14,479.25,4.30107526881721,3.73,4.95,8.19,2251,28962,700,1.25,15396,1.94,1,9.47616244849911,12,0.2,-0.266317315055661,6,3,0.5,0,27,4,14.8148148148148,201000000,146000000,1945,833,2037,848,2885,29.39341421,70.60658579,0.954835542,0.982311321,221006,1.44,556577365650,15396331,1,1,2,0,0,0,0.577522996933742,2,0,0.0,10,9,11,4,8,A,A,B,B+,B,서비스업
3778,2022,롯데이노베이트,286940,A,A,10477,343,343,284,305,-21,4180,4540,4249,291,770,92.08,468.47,3.27383793070536,2.91,3.5,7.11,1980,28424,700,0.83,15396,2.98,1,12.6559139784946,-57,1.04,-1.02723733811185,7,3,0.428571428571429,0,25,3,12.0,212000000,159000000,1956,868,2053,887,2940,30.17006803,69.82993197,0.95275207,0.978579481,176954,1.15,361813778500,15396331,1,1,2,0,0,0,0.520701915357266,2,0,0.0,9,6,11,4,9,A,A,B,B,B,서비스업
3779,2023,롯데이노베이트,286940,A,A,11967,569,569,407,420,-13,4930,4511,4172,339,770,109.3,458.48,4.75474220773795,3.51,4.48,9.98,2728,27924,1000,1.05,15396,3.41,0,14.2216283287201,226,0.43,1.48090427703259,6,3,0.5,0,24,3,12.5,231000000,176000000,1906,860,2017,885,2902,30.49620951,69.50379049,0.944967774,0.971751412,358437,2.33,451112498300,15396331,5,5,5,0,0,0,0.477809554072662,2,0,0.0,11,10,12,15,9,A,B,B+,B+,B+,서비스업
3780,2022,엘앤씨바이오,290650,0,C,526,95,95,57,45,11,919,1078,980,99,114,85.24,815.93,18.0608365019011,8.64,3.71,4.97,200,4598,50,5.02,22685,0.22,0,0.0,-93,0.0,0.0,4,2,0.5,0,12,1,8.33333333333333,176000000,117000000,75,35,75,38,113,33.62831858,66.37168142,1.0,0.921052632,1422536,6.27,524020982100,22684891,5,5,5,0,0,0,0.539809714571858,1,0,0.0,6,3,9,15,6,B,B,C,C,C,제약
3781,2023,엘앤씨바이오,290650,C,0,689,77,77,485,484,2,1054,1569,1469,99,114,67.18,1224.46,11.1756168359942,70.22,21.01,39.5,2132,6649,100,4.36,22685,0.34,0,30.9885931558935,-18,0.12,-6.88521966590695,5,3,0.6,0,10,1,10.0,19306000,16647000,83,39,83,40,123,32.5203252,67.4796748,1.0,0.975,1679378,7.4,657861839000,22684891,5,5,5,0,0,0,0.598398169336385,1,0,0.0,7,5,9,15,6,B,B,C,C,C,제약
3782,2019,하나제약,293480,0,B,1663,336,336,283,283,0,427,2203,2203,0,81,19.38,2754.12,20.204449789537,17.01,11.2,13.3,1593,13008,418,1.58,17773,2.03,0,0.0,-93,0.0,0.0,0,0,0.0,0,26,4,15.3846153846154,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,365310000000,16200000,5,5,5,0,0,0,0.837642585551331,1,0,0.0,6,3,5,15,3,,,,,,의약품
3783,2020,하나제약,293480,B,B,1773,317,317,149,149,0,442,2324,2324,0,81,19.02,2902.89,17.8793006204174,8.4,5.52,6.58,838,13686,464,1.72,17773,1.97,0,6.61455201443175,-19,-0.0599999999999998,-2.32514916911961,6,2,0.333333333333333,0,21,4,19.0476190476191,244000000,113000000,445,130,484,131,615,21.30081301,78.69918699,0.919421488,0.992366412,131670,0.81,417150000000,16200000,5,5,5,0,0,0,0.840202458423717,1,0,0.0,8,5,7,15,7,B,B,D,C,C,의약품
3784,2021,하나제약,293480,B,C,1964,360,360,280,280,0,516,2519,2519,0,89,20.48,2857.51,18.3299389002037,14.26,9.66,11.57,1576,14788,510,1.36,17773,2.53,0,10.7727016356458,43,0.56,0.450638279786293,6,2,0.333333333333333,0,25,4,16.0,238000000,141000000,445,135,496,140,636,22.01257862,77.98742138,0.897177419,0.964285714,185100,1.04,358124861900,17772946,5,5,5,0,0,0,0.82998352553542,1,0,0.0,8,10,7,15,7,B,B,D,B+,C,의약품
3785,2022,하나제약,293480,C,C,2108,312,312,243,243,0,776,2684,2684,0,89,28.9,3043.14,14.8007590132827,11.53,7.49,9.34,1368,15716,510,1.16,17773,2.79,0,7.33197556008147,-48,0.26,-3.52917988692093,6,2,0.333333333333333,0,27,4,14.8148148148148,232000000,121000000,472,141,524,150,674,22.25519288,77.74480712,0.900763359,0.94,18835,0.11,324356264500,17772946,5,5,5,0,0,0,0.775722543352601,1,0,0.0,8,6,8,15,8,A,B,C,B,C,의약품
3786,2023,하나제약,293480,C,0,2245,270,270,223,223,0,704,2780,2780,0,89,25.33,3151.04,12.0267260579065,9.95,6.43,8.17,1257,16255,510,0.86,17773,3.66,0,6.49905123339658,-42,0.87,-2.77403295537627,6,2,0.333333333333333,0,25,5,20.0,250000000,126000000,507,157,544,163,707,23.05516266,76.94483734,0.931985294,0.963190184,0,0.0,247932596700,17772946,5,5,5,0,0,0,0.797933409873708,1,0,0.0,8,6,7,15,9,A,B,D,B,C,의약품
3787,2022,카카오게임즈,293490,0,A,11477,1758,1758,-1961,-2336,375,18590,20149,16816,3333,82,92.27,20955.01,15.3175917051494,-20.36,-4.8,-12.35,-2922,21055,0,2.12,82290,0.0,0,0.0,-93,0.0,0.0,7,4,0.571428571428571,0,7,1,14.2857142857143,157000000,109000000,264,163,271,165,436,37.8440367,62.1559633,0.974169742,0.987878788,9891875,12.02,3673874065100,82281614,5,5,5,0,0,0,0.520121841038747,1,0,0.0,13,3,11,15,7,B,B,B,C,A,출판·매체복제
3788,2023,카카오게임즈,293490,A,A,10251,745,745,-3224,-2287,-937,18455,16255,13984,2271,83,113.53,17464.57,7.26758365037557,-22.31,-8.78,-14.85,-2774,17565,0,1.47,82520,0.0,0,-10.6822340332839,-1013,0.0,-8.05000805477386,8,5,0.625,0,8,2,25.0,106000000,86000000,269,168,286,173,459,37.69063181,62.30936819,0.940559441,0.971098266,9720646,11.78,2133125042400,82519344,5,5,5,0,0,0,0.468308844713339,1,0,0.0,12,1,11,15,7,B,B,B,D,B+,출판·매체복제
3789,2022,이오플로우,294090,0,C,67,-343,-343,-313,-307,-6,535,987,986,1,30,54.21,3153.36,-511.940298507463,-457.84,-29.13,-52.57,-1024,3253,0,4.61,30304,0.0,0,0.0,-93,0.0,0.0,5,1,0.2,0,8,1,12.5,258701000,164677000,79,34,79,34,113,30.08849558,69.91150442,1.0,1.0,2179078,7.19,454552815000,30303521,5,5,5,0,0,0,0.64806303348654,1,0,0.0,6,3,8,15,4,C,B,C,C,C,의료·정밀기기
3790,2023,이오플로우,294090,C,0,66,-394,-394,-623,-619,-4,218,589,523,65,30,37.05,1620.71,-596.969696969697,-939.95,-53.5,-82.07,-2038,1721,0,2.43,30417,0.0,0,-1.49253731343284,-51,0.0,-85.0293984622343,7,3,0.428571428571429,0,8,1,12.5,360683000,195756000,95,44,96,44,140,31.42857143,68.57142857,0.989583333,1.0,6621446,21.77,126989668225,30416687,5,5,5,0,0,0,0.729863692688972,1,0,0.0,5,2,8,15,5,C,B,C,D,D,의료·정밀기기
3791,2022,쿠콘,294570,0,D,645,200,200,38,37,1,528,1294,1294,0,51,40.8,2439.53,31.0077519379845,5.66,1.97,2.82,361,12698,100,2.58,10255,0.31,0,0.0,-93,0.0,0.0,6,3,0.5,0,16,0,0.0,64000000,47000000,105,68,114,74,188,39.36170213,60.63829787,0.921052632,0.918918919,216986,2.12,335840933750,10254685,5,5,5,0,0,0,0.710208562019759,1,0,0.0,5,3,8,15,6,B,B,C,C,D,출판·매체복제
3792,2023,쿠콘,294570,D,0,684,166,166,72,72,0,794,1282,1282,0,51,61.94,2473.37,24.2690058479532,10.49,3.68,5.57,700,12867,100,1.57,10255,0.5,0,6.04651162790697,-34,0.19,-6.73874609003128,6,3,0.5,0,17,0,0.0,60000000,46000000,115,75,123,81,204,39.70588235,60.29411765,0.93495935,0.925925926,263041,2.57,206631902750,10254685,5,5,5,0,0,0,0.617831325301205,1,0,0.0,5,5,8,15,6,B,B,C,C,D,출판·매체복제
3793,2019,HDC현대산업개발,294870,0,C,42165,5515,5515,4137,4137,0,21778,22317,22317,0,2197,97.58,916.18,13.0795683623859,9.81,8.92,20.3,9415,50809,500,0.47,43938,2.1,1,0.0,-93,0.0,0.0,0,0,0.0,0,18,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1127015343000,43938220,5,5,5,0,0,0,0.506100326560232,1,18,0.87,12,3,8,15,1,,,,,,건설업
3794,2020,HDC현대산업개발,294870,C,B,36702,5857,5857,2202,2202,0,33731,27430,27430,0,3295,122.97,732.61,15.9582584055365,6.0,4.18,8.85,3579,41630,600,0.63,65907,2.3,1,-12.9562433297759,342,0.2,2.87869004315062,7,4,0.571428571428571,0,19,0,0.0,174000000,99000000,901,70,1388,203,1591,12.7592709,87.2407291,0.649135447,0.344827586,6621649,10.05,1720181313000,65907330,1,1,1,0,0,0,0.448488415820539,1,18,0.92,12,8,12,3,6,B,A,B+,B,B+,건설업
3795,2021,HDC현대산업개발,294870,B,C,33639,2734,2734,1763,1765,-3,36811,28853,28774,78,3295,127.58,773.39,8.12747109010375,5.25,2.78,6.28,2679,43670,600,0.52,65907,2.62,1,-8.34559424554521,-3123,0.32,-7.83078731543273,7,4,0.571428571428571,0,20,0,0.0,153000000,92000000,842,63,1439,226,1665,13.57357357,86.42642643,0.585128562,0.278761062,6767817,10.27,1509277857000,65907330,1,1,1,0,0,0,0.439403630604289,1,0,0.0,12,2,12,3,8,A,A,B+,D,B+,건설업
3796,2022,HDC현대산업개발,294870,C,B+,32983,1164,1164,502,504,-1,44345,29019,28942,77,3295,152.81,778.47,3.52909074371646,1.53,0.72,1.75,764,43924,600,0.23,65907,6.0,1,-1.95011742322899,-1570,3.38,-4.59838034638729,7,4,0.571428571428571,0,21,1,4.76190476190476,148000000,88000000,969,95,1571,259,1830,14.15300546,85.84699454,0.616804583,0.366795367,3920378,5.95,659073300000,65907330,1,1,1,0,0,0,0.395553616945872,1,0,0.0,12,4,12,3,8,A,A,B+,C,B+,건설업
3797,2023,HDC현대산업개발,294870,B+,A,41908,1953,1953,1729,1731,-2,40083,30080,30080,0,3295,133.25,819.1,4.66020807483058,4.13,2.41,5.86,2626,45955,700,0.32,65907,4.79,0,27.059394233393,789,-1.21,1.13111733111412,7,4,0.571428571428571,0,17,1,5.88235294117647,166000000,106000000,982,101,1621,286,1907,14.99737808,85.00262192,0.60579889,0.353146853,7787165,11.82,962247018000,65907330,5,5,5,0,0,0,0.428715989909211,1,0,0.0,12,9,12,15,8,A,B,B+,B+,B+,건설업
3798,2019,효성화학,298000,0,A+,18125,1539,1539,878,878,0,16088,4547,4547,0,160,353.81,2762.28,8.49103448275862,4.85,4.73,21.37,27530,143114,5000,1.01,3190,3.46,1,0.0,-93,0.0,0.0,0,0,0.0,0,34,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,460973207000,3190126,5,5,5,0,1,0,0.220353767870124,3,0,0.0,11,3,11,15,3,,,,,,화학
3799,2020,효성화학,298000,A+,A,18172,609,609,-116,-116,0,20150,4024,4024,0,160,500.81,2434.05,3.35130970724191,-0.64,-0.52,-2.71,-3641,126702,0,1.24,3190,0.0,1,0.259310344827579,-930,-3.46,-5.13972477551671,5,3,0.6,0,32,0,0.0,232000000,128000000,2040,236,2100,266,2366,11.24260355,88.75739645,0.971428571,0.887218045,307066,9.63,499254719000,3190126,1,1,1,0,1,0,0.166459832878299,3,0,0.0,11,3,13,3,7,B,A,A,C,B+,화학
3800,2021,효성화학,298000,A,A,25200,1366,1366,584,584,0,25547,4893,4893,0,160,522.12,2979.15,5.42063492063492,2.32,2.14,13.1,18311,153958,0,1.97,3190,0.0,1,38.6748844375963,757,0.0,2.06932521339301,5,3,0.6,0,31,0,0.0,260000000,160000000,2038,226,2168,258,2426,10.63478978,89.36521022,0.9400369,0.875968992,241181,7.56,968203241000,3190126,1,1,1,0,1,0,0.160742444152431,1,0,0.0,12,10,12,3,7,B,A,B+,B+,B+,화학
3801,2022,효성화학,298000,A,A,28786,-3367,-3367,-4089,-4089,0,30165,1146,1146,0,160,2631.81,630.13,-11.6966580976864,-14.2,-13.24,-135.4,-128166,36506,0,2.73,3190,0.0,1,14.2301587301587,-4733,0.0,-17.1172930183213,4,2,0.5,0,29,0,0.0,239000000,143000000,2138,238,2240,304,2544,11.94968553,88.05031447,0.954464286,0.782894737,214045,6.71,317417537000,3190126,1,1,1,0,1,0,0.0366005557152438,1,0,0.0,9,4,10,3,7,B,A,C,C,B,화학
3802,2023,효성화학,298000,A,A,27916,-1888,-1888,-3469,-3469,0,30537,619,619,0,190,4934.63,236.13,-6.76314658260496,-12.43,-11.11,-393.1,-105002,16806,0,5.12,3792,0.0,0,-3.02230250816369,1479,0.0,4.93351151508142,5,3,0.6,0,32,1,3.125,238000000,152000000,2156,248,2246,300,2546,11.78318932,88.21681068,0.959928762,0.826666667,133987,3.53,326095746000,3791811,5,5,5,0,1,0,0.0198677622287842,1,0,0.0,9,8,10,15,7,B,B,C,B,B,화학
3803,2019,효성티앤씨,298020,0,A+,59831,3229,3229,1220,931,289,26414,5830,4890,940,216,453.1,2173.39,5.39686784442847,1.56,3.84,20.86,21510,113670,2000,1.36,4328,1.29,1,0.0,-93,0.0,0.0,0,0,0.0,0,55,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,668626869000,4327682,5,5,5,0,1,0,0.180814440343641,2,0,0.0,13,3,10,15,2,,,,,,화학
3804,2020,효성티앤씨,298020,A+,A,51616,2666,2666,1683,1368,315,21088,7154,6010,1144,216,294.79,2691.07,5.16506509609424,2.65,5.56,25.1,31610,139553,5000,1.51,4328,2.37,1,-13.7303404589594,-563,1.08,-0.231802748334238,6,4,0.666666666666667,0,56,1,1.78571428571429,278000000,169000000,2226,476,2472,584,3056,19.10994764,80.89005236,0.900485437,0.815068493,759578,17.55,913140902000,4327682,1,1,1,0,1,0,0.253319641655749,3,0,0.0,13,3,14,3,9,A,A,A,C,A,화학
3805,2021,효성티앤씨,298020,A,A,85960,14237,14237,10079,7704,2375,27629,17636,14205,3431,216,156.66,6478.51,16.5623545835272,8.96,27.42,76.22,178008,328926,50000,1.58,4328,9.6,1,66.537507749535,11571,7.23,11.397289487433,5,3,0.6,0,53,1,1.88679245283019,245000000,170000000,2376,504,2462,540,3002,17.98800799,82.01199201,0.96506905,0.933333333,771970,17.84,2254722322000,4327682,1,1,1,0,1,0,0.389616701645863,2,0,0.0,13,12,12,3,9,A,A,B+,A+,A,화학
3806,2022,효성티앤씨,298020,A,A,88827,1236,1236,192,116,76,28044,15155,12227,2928,216,185.04,5564.28,1.39146881015907,0.13,0.43,0.88,2678,283214,10000,1.24,4328,2.86,1,3.33527221963703,-13001,-6.74,-15.1708857733682,6,3,0.5,0,52,1,1.92307692307692,314000000,192000000,2212,512,2300,570,2870,19.86062718,80.13937282,0.96173913,0.898245614,326923,7.55,1514688700000,4327682,1,1,1,0,1,0,0.350818305979305,2,0,0.0,13,3,13,3,9,A,A,A,C,A,화학
3807,2023,효성티앤씨,298020,A,A,75269,2134,2134,987,932,55,25017,15687,12746,2941,216,159.47,5804.33,2.83516454317182,1.24,2.35,7.46,21535,295216,10000,1.24,4328,2.74,0,-15.2633771263242,898,-0.12,1.44369573301275,6,3,0.5,0,50,1,2.0,306000000,208000000,2136,486,2220,558,2778,20.08639309,79.91360691,0.962162162,0.870967742,438403,10.13,1579603930000,4327682,5,5,5,0,1,0,0.385382631126397,2,0,0.0,13,6,13,15,9,A,B,A,B,A,화학
3808,2019,효성중공업,298040,0,A,37814,1303,1303,160,131,29,30103,9905,9082,823,466,303.92,1849.6,3.44581371978632,0.35,0.43,1.45,1409,97480,0,0.27,9325,0.0,1,0.0,-93,0.0,0.0,0,0,0.0,0,50,1,2.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,248499204200,9324548,5,5,5,0,0,0,0.247575484903019,1,0,0.0,11,3,9,15,1,,,,,,전기전자
3809,2020,효성중공업,298040,A,A,29840,441,441,-193,-222,30,27352,9683,8836,847,466,282.49,1796.7,1.47788203753351,-0.74,-0.5,-2.48,-2382,94835,0,0.66,9325,0.0,1,-21.087427936743,-862,0.0,-1.96793168225281,5,3,0.6,0,54,3,5.55555555555556,487000000,254000000,5538,444,5688,620,6308,9.82878884,90.17121116,0.973628692,0.716129032,613767,6.58,579986885600,9324548,1,1,1,0,0,0,0.261455380045903,1,0,0.0,12,2,12,3,7,B+,A,B+,D,B+,전기전자
3810,2021,효성중공업,298040,A,A,30947,1201,1201,765,576,189,29856,10371,9322,1049,466,287.86,1901.03,3.88082851326461,1.86,1.98,6.35,6178,100052,0,0.58,9325,0.0,1,3.7097855227882,760,0.0,2.4029464757311,5,3,0.6,0,56,3,5.35714285714286,522000000,301000000,5416,426,5618,632,6250,10.112,89.888,0.964044144,0.674050633,568808,6.1,543621148400,9324548,1,1,1,0,0,0,0.257811917368931,1,0,0.0,12,10,12,3,7,B+,A,B+,B+,B+,전기전자
3811,2022,효성중공업,298040,A,A,35101,1432,1432,291,102,189,35903,11032,9746,1286,466,325.44,1991.86,4.07965585026068,0.29,0.67,1.07,1096,104593,0,0.75,9325,0.0,1,13.4229489126571,231,0.0,0.198827336996063,7,4,0.571428571428571,0,55,5,9.09090909090909,561000000,268000000,5262,432,5520,742,6262,11.84924944,88.15075056,0.95326087,0.582210243,755164,8.1,727314744000,9324548,1,1,1,0,0,0,0.235048471290082,1,0,0.0,12,9,12,3,7,B+,A,B+,B+,B+,전기전자
3812,2023,효성중공업,298040,A,A,43006,2578,2578,1319,1160,159,35371,12242,10803,1438,466,288.94,2218.66,5.9945123936195,2.7,2.79,11.29,12438,115933,2500,1.4,9325,1.54,0,22.5207259052449,1146,1.54,1.91485654335882,8,5,0.625,0,57,5,8.7719298245614,569000000,287000000,5494,446,5744,788,6532,12.06368647,87.93631353,0.956476323,0.565989848,1025173,10.99,1509644321200,9324548,5,5,5,0,0,0,0.257114653561002,1,0,0.0,12,10,12,15,8,A,B,B+,B+,B+,전기전자
3813,2019,효성첨단소재,298050,0,A+,30536,1583,1583,-529,-700,171,21257,4054,3234,820,224,524.35,1352.43,5.18404506156668,-2.29,-2.09,-19.74,-15622,72621,0,1.53,4480,0.0,1,0.0,-93,0.0,0.0,0,0,0.0,0,40,1,2.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,497274228000,4479948,5,5,5,0,1,0,0.16016751609972,3,0,0.0,11,3,10,15,1,,,,,,화학
3814,2020,효성첨단소재,298050,A+,A,23946,342,342,68,1,67,19955,3811,3128,683,224,523.6,1305.14,1.42821348033074,0.0,0.28,0.02,18,70257,0,2.12,4480,0.0,1,-21.5810846214305,-1241,0.0,-3.75583158123593,2,3,1.5,0,40,1,2.5,70000000,49000000,892,88,903,97,1000,9.7,90.3,0.987818383,0.907216495,356654,7.96,667512252000,4479948,1,1,1,0,1,0,0.160355129176134,3,0,0.0,11,1,13,3,5,C,A,A,D,B+,화학
